Time,si,mg
731379.917361111,4.97,1.34
731380,4.4,1.13
731380.000694444,4.94,1.29
731380.083333333,4.61,1.15
731380.084027778,5.55,1.38
731380.166666667,4.71,1.2
731380.167361111,5.34,1.35
731380.25,4.48,1.14
731380.250694444,4.97,1.27
731380.333333333,NaN,NaN
731380.334027778,4.54,1.11
731380.416666667,4.32,1.14
731380.417361111,4.25,1.17
731380.5,3.9,1.08
731380.500694444,3.52,0.98
731380.583333333,NaN,NaN
731380.584027778,3.31,1.03
731380.666666667,NaN,NaN
731380.667361111,3.62,0.95
731380.75,4.67,1.25
731380.750694444,3.81,1
731380.833333333,NaN,NaN
731380.834027778,3.07,0.87
731380.916666667,NaN,NaN
731380.917361111,3.55,0.9
731381,4.6,1.15
731381.000694444,3.55,0.93
731381.083333333,4.33,1.1
731381.084027778,3.33,0.8
731381.166666667,4.12,1.08
731381.167361111,4.49,1.16
731381.25,4.25,1.15
731381.250694444,4.68,1.29
731381.333333333,4.49,1.17
731381.334027778,4.98,1.24
731381.416666667,NaN,NaN
731381.417361111,4.78,1.32
731381.5,4.32,1.18
731381.500694444,4.34,1.24
731381.583333333,NaN,NaN
731381.584027778,4.31,1.2
731381.666666667,NaN,NaN
731381.667361111,4.44,1.26
731381.75,4.24,1.14
731381.750694444,4.3,1.22
731381.833333333,NaN,NaN
731381.834027778,4.67,1.25
731381.916666667,NaN,NaN
731381.917361111,4.47,1.17
731382,4.2,1.15
731382.000694444,4.3,1.16
731382.083333333,NaN,NaN
731382.084027778,4.45,1.18
731382.166666667,NaN,NaN
731382.167361111,4.8,1.25
731382.25,4.59,1.15
731382.250694444,4.88,1.26
731382.333333333,5.07,1.2
731382.334027778,5.39,1.25
731382.5,4.15,1
731382.500694444,4.46,1.06
731382.583333333,NaN,NaN
731382.584027778,4.43,1.03
731382.666666667,NaN,NaN
731382.667361111,4.49,1.07
731382.75,5.09,1.14
731382.750694444,5.35,1.16
731382.833333333,5.06,1.11
731382.834027778,5.38,1.19
731382.916666667,4.98,1.13
731382.917361111,5.42,1.21
731383,4.44,1.02
731383.000694444,4.43,0.99
731383.083333333,NaN,NaN
731383.084027778,4.36,1.11
731383.166666667,NaN,NaN
731383.167361111,4.45,1.19
731383.25,4.26,1.07
731383.250694444,4,1.03
731383.333333333,NaN,NaN
731383.334027778,4.31,1.15
731383.416666667,NaN,NaN
731383.417361111,3.54,0.92
731383.5,4.49,1.14
731383.500694444,4.94,1.16
731383.583333333,NaN,NaN
731383.584027778,4.82,1.16
731383.666666667,NaN,NaN
731383.667361111,4.38,1.08
731383.75,4.43,1.09
731383.750694444,4.44,1.06
731383.833333333,NaN,NaN
731383.834027778,4.22,1.08
731383.916666667,NaN,NaN
731383.917361111,3.98,1.02
731384,4.53,1.13
731384.000694444,4.18,1.05
731384.083333333,NaN,NaN
731384.084027778,4.21,1.08
731384.166666667,NaN,NaN
731384.167361111,4.22,1.09
731384.25,4.28,1.08
731384.250694444,4.28,1.07
731384.333333333,NaN,NaN
731384.334027778,4.26,1.1
731384.416666667,NaN,NaN
731384.417361111,4.4,1.13
731384.5,4.46,1.14
731384.500694444,4.61,1.16
731384.583333333,NaN,NaN
731384.584027778,4.71,1.2
731384.666666667,NaN,NaN
731384.667361111,4.63,1.21
731384.75,4.25,1.15
731384.750694444,4.52,1.27
731384.833333333,4.25,1.12
731384.834027778,4.22,1.1
731384.916666667,4.32,1.18
731384.917361111,4.25,1.14
731385,4.16,1.18
731385.000694444,3.91,1.12
731385.083333333,3.9,1.18
731385.084027778,3.72,1.19
731385.166666667,3.94,1.22
731385.167361111,3.76,1.25
731385.25,4.33,1.39
731385.250694444,3.92,1.23
731385.333333333,NaN,NaN
731385.334027778,3.95,1.2
731385.416666667,NaN,NaN
731385.417361111,3.67,1.2
731385.5,2.95,0.96
731385.500694444,2.77,0.95
731385.583333333,3.04,1.02
731385.584027778,NaN,NaN
731385.666666667,NaN,NaN
731385.667361111,3.04,1.04
731385.75,3.71,1.2
731385.750694444,NaN,NaN
731385.822916667,NaN,NaN
731385.823611111,4.31,1.35
731385.916666667,NaN,NaN
731385.917361111,3.94,1.23
731386,3.83,1.32
731386.000694444,3.83,1.34
731386.079166667,NaN,NaN
731386.079861111,3.62,1.22
731386.166666667,NaN,NaN
731386.167361111,3.81,1.28
731386.239583333,4.11,1.41
731386.240277778,4.02,1.32
731386.333333333,NaN,NaN
731386.334027778,3.86,1.31
731386.416666667,NaN,NaN
731386.417361111,4.09,1.34
731386.5,4.22,1.42
731386.500694444,4.17,1.37
731386.583333333,4.2,1.45
731386.584027778,NaN,NaN
731386.666666667,NaN,NaN
731386.667361111,4.18,1.37
731386.75,4.07,1.42
731386.750694444,3.94,1.33
731386.833333333,NaN,NaN
731386.834027778,3.81,1.3
731386.902777778,NaN,NaN
731386.903472222,3.02,1.03
731388,NaN,NaN
731388.333333333,NaN,NaN
731388.334027778,3.05,1.13
731388.416666667,NaN,NaN
731388.417361111,3.01,1.06
731388.5,3.84,1.32
731388.500694444,3.67,1.3
731388.583333333,NaN,NaN
731388.584027778,3.8,1.3
731388.666666667,NaN,NaN
731388.667361111,3.43,1.29
731388.75,3.43,1.35
731388.750694444,3.14,1.29
731388.833333333,NaN,NaN
731388.834027778,3.23,1.3
731388.916666667,NaN,NaN
731388.917361111,3.67,1.31
731389,4.05,1.38
731389.000694444,3.81,1.36
731389.084027778,4.1,1.35
731389.086805556,NaN,NaN
731389.166666667,NaN,NaN
731389.167361111,4.13,1.39
731389.25,4.24,1.32
731389.250694444,4.21,1.31
731389.333333333,NaN,NaN
731389.334027778,4.01,1.34
731389.416666667,NaN,NaN
731389.417361111,3.98,1.34
731389.5,3.5,1.15
731389.500694444,3.37,1.13
731389.583333333,NaN,NaN
731389.584027778,3.49,1.22
731389.666666667,NaN,NaN
731389.667361111,4.02,1.32
731389.75,4.05,1.33
731389.750694444,4.07,1.35
731389.833333333,NaN,NaN
731389.834027778,4.09,1.32
731389.916666667,NaN,NaN
731389.917361111,3.94,1.04
731390,3.61,1.2
731390.000694444,3.48,1.21
731390.083333333,NaN,NaN
731390.084027778,3.49,1.21
731390.166666667,NaN,NaN
731390.167361111,3.79,1.36
731390.25,3.85,1.26
731390.250694444,3.75,1.25
731390.333333333,NaN,NaN
731390.334027778,3.58,1.22
731390.416666667,NaN,NaN
731390.417361111,3.92,1.27
731390.5,4.22,1.28
731390.500694444,4.17,1.3
731390.583333333,NaN,NaN
731390.584027778,4.34,1.2
731390.666666667,NaN,NaN
731390.667361111,4.22,1.23
731390.75,4.72,1.27
731390.750694444,3.87,1.09
731390.833333333,NaN,NaN
731390.834027778,5.15,1.34
731390.916666667,NaN,NaN
731390.917361111,3.86,1.2
731391,4.19,1.37
731391.000694444,3.53,1.18
731391.083333333,NaN,NaN
731391.084027778,NaN,1.23
731391.166666667,NaN,NaN
731391.167361111,3.4,1.17
731391.25,4.85,1.18
731391.250694444,4.46,1.08
731391.333333333,5.98,1.22
731391.334027778,5.52,1.16
731391.416666667,NaN,NaN
731391.417361111,4.15,0.88
731391.916666667,NaN,NaN
731391.917361111,5.32,1.08
731392,5.46,1.17
731392.000694444,4.98,1
731392.083333333,NaN,NaN
731392.084027778,4.76,1.05
731392.166666667,NaN,NaN
731392.167361111,4.7,1.02
731392.25,4.73,1.09
731392.250694444,4.4,0.99
731392.333333333,NaN,NaN
731392.334027778,NaN,NaN
731392.416666667,NaN,NaN
731392.417361111,5.12,1.15
731392.5,4.97,1.16
731392.500694444,4.83,1.08
731392.583333333,NaN,NaN
731392.584027778,5.06,1.16
731392.666666667,NaN,NaN
731392.667361111,4.83,1.12
731392.75,5.05,1.15
731392.750694444,4.84,1.08
731392.833333333,NaN,NaN
731392.834027778,4.94,1.06
731392.916666667,NaN,NaN
731392.917361111,4.72,1
731393,4.93,1.1
731393.000694444,4.73,1.02
731393.5,3.81,0.99
731393.500694444,3.59,0.96
731393.583333333,NaN,NaN
731393.584027778,3.2,0.89
731393.666666667,NaN,NaN
731393.667361111,3.81,1.13
731393.75,4.49,1.21
731393.750694444,4.22,1.14
731393.833333333,NaN,NaN
731393.834027778,4.31,1.17
731393.916666667,NaN,NaN
731393.917361111,4.62,1.19
731394,5.11,1.16
731394.000694444,5.07,1.11
731394.083333333,NaN,NaN
731394.084027778,4.8,1.1
731394.166666667,4.71,1.08
731394.167361111,4.47,1
731394.25,4.53,1.07
731394.250694444,4.42,1.08
731394.333333333,NaN,NaN
731394.334027778,4.12,1.06
731394.416666667,NaN,NaN
731394.417361111,3.76,0.97
731394.5,3,1.04
731394.500694444,2.71,1
731394.583333333,NaN,NaN
731394.584027778,2.85,0.97
731394.666666667,NaN,NaN
731394.667361111,3.04,0.96
731394.708333333,NaN,NaN
731394.709027778,NaN,NaN
731394.915277778,NaN,NaN
731394.915972222,3.07,1
731395,4.23,1.22
731395.000694444,4.08,1.15
731395.166666667,NaN,NaN
731395.167361111,4.35,1.18
731395.243055556,4.58,1.23
731395.24375,4.25,1.2
731395.333333333,NaN,NaN
731395.334027778,3.78,1.04
731395.416666667,NaN,NaN
731395.417361111,4.11,1.09
731395.5,4.33,1.17
731395.500694444,4.15,1.09
731395.583333333,NaN,NaN
731395.584027778,4.1,1.09
731395.666666667,NaN,NaN
731395.667361111,4.39,1.17
731395.75,NaN,NaN
731395.750694444,4.29,1.09
731395.829861111,NaN,NaN
731395.830555556,4.45,1.13
731395.916666667,NaN,NaN
731395.917361111,4.31,1.22
731395.986111111,4.34,1.17
731395.986805556,4.23,1.15
731396.072916667,NaN,NaN
731396.073611111,3.65,1.03
731396.163194445,NaN,NaN
731396.163888889,3.51,0.97
731396.239583333,4.31,1.18
731396.240277778,4.02,1.15
731396.333333333,NaN,NaN
731396.334027778,3.93,1.17
731396.416666667,NaN,NaN
731396.417361111,4,1.06
731396.5,3.75,1.02
731396.500694444,3.31,0.92
731396.583333333,NaN,NaN
731396.584027778,3.81,1.07
731396.666666667,NaN,NaN
731396.667361111,3.68,1.01
731396.75,4.5,1.3
731396.750694444,3.83,1.08
731396.833333333,NaN,NaN
731396.834027778,3.67,1.11
731396.916666667,NaN,NaN
731396.917361111,4.57,1.29
731397,4.21,1.18
731397.000694444,4.47,1.25
731397.083333333,NaN,NaN
731397.084027778,4.45,1.29
731397.166666667,NaN,NaN
731397.167361111,3.74,1.03
731397.25,3.75,1.07
731397.250694444,3.56,1.07
731397.333333333,NaN,NaN
731397.334027778,4.27,1.21
731397.416666667,NaN,NaN
731397.417361111,4.92,1.45
731397.5,4.41,1.2
731397.500694444,4.63,1.21
731397.583333333,NaN,NaN
731397.584027778,4.29,1.18
731397.666666667,NaN,NaN
731397.667361111,4.82,1.29
731397.75,3.77,1.13
731397.750694444,3.45,1.03
731397.833333333,NaN,NaN
731397.834027778,4.22,1.28
731397.916666667,NaN,NaN
731397.917361111,4.56,1.2
731398,4.48,1.21
731398.000694444,4.02,1.09
731398.083333333,NaN,NaN
731398.084027778,3.81,1.03
731398.166666667,NaN,NaN
731398.167361111,4.98,1.33
731398.25,4.97,1.29
731398.250694444,5.09,1.32
731398.333333333,NaN,NaN
731398.334027778,4.23,1.18
731398.416666667,NaN,NaN
731398.417361111,4.78,1.4
731398.5,3.55,1.12
731398.500694444,3.61,1.09
731398.583333333,NaN,NaN
731398.584027778,4.96,1.42
731398.584722222,4.96,1.42
731398.666666667,NaN,NaN
731398.667361111,4.26,1.28
731398.75,4.39,1.36
731398.750694444,4.27,1.25
731398.833333333,NaN,NaN
731398.834027778,5.36,1.4
731398.916666667,NaN,NaN
731398.917361111,5.19,1.35
731399,5.43,1.61
731399.000694444,5.37,1.34
731399.083333333,NaN,NaN
731399.084027778,5.26,1.25
731399.166666667,NaN,NaN
731399.167361111,4.96,1.18
731399.25,5.04,1.22
731399.250694444,5.15,1.19
731399.333333333,NaN,NaN
731399.334027778,4.1,0.156
731399.416666667,NaN,NaN
731399.417361111,3.72,1.02
731399.5,4.21,1.16
731399.500694444,4.32,1.19
731399.583333333,3.36,1
731399.584027778,3.54,0.98
731399.666666667,NaN,NaN
731399.667361111,3.9,1.16
731399.75,4.42,1.24
731399.750694444,4.15,1.23
731399.833333333,NaN,NaN
731399.834027778,4.44,1.2
731399.916666667,NaN,NaN
731399.917361111,3.86,1.14
731400,4.01,1.18
731400.000694444,4.02,1.17
731400.083333333,NaN,NaN
731400.084027778,3.82,1.18
731400.166666667,NaN,NaN
731400.167361111,3.75,1.15
731400.208333333,NaN,NaN
731400.209027778,4.18,1.28
731400.25,4.98,1.18
731400.250694444,4.76,1.09
731400.291666667,NaN,NaN
731400.292361111,6.48,1.2
731400.333333333,NaN,NaN
731400.334027778,9.92,1.88
731400.375,NaN,NaN
731400.375694444,7.52,1.36
731400.416666667,NaN,NaN
731400.417361111,7.54,1.3
731400.458333333,NaN,NaN
731400.459027778,7.61,1.21
731400.5,7.79,1.29
731400.500694444,7.59,1.18
731400.541666667,NaN,NaN
731400.542361111,7.07,1.09
731400.583333333,NaN,NaN
731400.584027778,7.29,1.12
731400.666666667,NaN,NaN
731400.667361111,7.14,1.11
731400.75,5.75,1.06
731400.750694444,5.64,1.05
731400.833333333,NaN,NaN
731400.834027778,5.04,1.13
731400.916666667,NaN,NaN
731400.917361111,4.33,1.18
731401,4.01,1.18
731401.000694444,3.95,1.21
731401.083333333,NaN,NaN
731401.084027778,3.54,1.08
731401.166666667,NaN,NaN
731401.167361111,3.85,1.19
731401.25,3.83,1.16
731401.250694444,3.9,1.19
731401.333333333,NaN,NaN
731401.334027778,3.91,1.29
731401.416666667,NaN,NaN
731401.417361111,3.24,1.14
731401.5,3.79,1.11
731401.500694444,3.72,1.09
731401.583333333,NaN,NaN
731401.584027778,4.1,1.12
731401.666666667,NaN,NaN
731401.667361111,4.21,1.14
731401.75,4.6,1.23
731401.750694444,4.4,1.2
731401.833333333,NaN,NaN
731401.834027778,4.25,1.15
731401.916666667,NaN,NaN
731401.917361111,4.23,1.17
731402,4.36,1.16
731402.000694444,4.29,1.15
731402.083333333,NaN,NaN
731402.084027778,3.89,1.07
731402.166666667,NaN,NaN
731402.167361111,3.65,1.07
731402.25,4.31,1.22
731402.250694444,4.34,1.23
731402.333333333,NaN,NaN
731402.334027778,4.16,1.17
731402.416666667,NaN,NaN
731402.417361111,4.02,1.17
731402.833333333,NaN,NaN
731402.834027778,3.8,1.09
731402.916666667,NaN,NaN
731402.917361111,4.04,1.19
731403,4.32,1.19
731403.000694444,3.77,1.07
731403.083333333,NaN,NaN
731403.084027778,4.13,1.1
731403.166666667,NaN,NaN
731403.167361111,3.5,1.13
731403.25,4.26,1.17
731403.250694444,3.91,1.12
731403.333333333,NaN,NaN
731403.334027778,3.63,1.04
731403.416666667,NaN,NaN
731403.417361111,4.38,1.16
731403.5,3.97,1.28
731403.500694444,3.58,1.25
731403.583333333,NaN,NaN
731403.584027778,2.93,1.19
731403.666666667,NaN,NaN
731403.667361111,3.09,1.16
731403.75,3.51,1.16
731403.750694444,3.19,1.16
731403.833333333,NaN,NaN
731403.834027778,3.86,1.2
731403.916666667,NaN,NaN
731403.917361111,4.02,1.22
731404,4.6,1.28
731404.000694444,4.32,1.22
731404.083333333,NaN,NaN
731404.084027778,4.15,1.22
731404.166666667,NaN,NaN
731404.167361111,4.88,1.26
731404.25,4.71,1.23
731404.250694444,4.78,1.3
731404.333333333,NaN,NaN
731404.334027778,4.46,1.18
731404.416666667,NaN,NaN
731404.417361111,4.62,1.17
731404.500694444,4.18,1.18
731404.502083333,4.51,1.23
731404.583333333,NaN,NaN
731404.584027778,4.72,1.25
731404.666666667,NaN,NaN
731404.667361111,4.8,1.29
731404.75,4.32,1.3
731404.750694444,3.92,1.13
731404.833333333,NaN,NaN
731404.834027778,4.11,1.25
731404.916666667,NaN,NaN
731404.917361111,4.07,1.25
731405,4.25,1.36
731405.000694444,4.03,1.26
731405.083333333,NaN,NaN
731405.084027778,3.74,1.24
731405.166666667,NaN,NaN
731405.167361111,3.96,1.31
731405.25,4.04,1.27
731405.250694444,3.9,1.26
731405.333333333,NaN,NaN
731405.334027778,3.85,1.27
731405.416666667,NaN,NaN
731405.417361111,3.66,1.19
731405.5,3.88,1.2
731405.500694444,3.84,1.23
731405.583333333,NaN,NaN
731405.584027778,3.66,1.08
731405.666666667,NaN,NaN
731405.667361111,3.83,1.22
731405.75,NaN,NaN
731405.750694444,3.61,1.11
731405.833333333,NaN,NaN
731405.834027778,5.39,1.19
731405.916666667,NaN,NaN
731405.917361111,4.72,1.04
731406,4.98,1.15
731406.000694444,4.43,0.99
731406.083333333,NaN,NaN
731406.084027778,4.47,1.12
731406.166666667,NaN,NaN
731406.167361111,4.02,1.04
731406.25,4.71,1.27
731406.250694444,4.03,1.08
731406.333333333,NaN,NaN
731406.334027778,4.74,1.19
731406.416666667,NaN,NaN
731406.417361111,4.55,1.14
731406.5,4.52,1.15
731406.500694444,4.3,1.09
731406.583333333,NaN,NaN
731406.584027778,3.45,0.91
731406.666666667,NaN,NaN
731406.667361111,3.77,0.96
731406.75,5.05,1.15
731406.750694444,4.15,1.17
731406.833333333,NaN,NaN
731406.834027778,4.43,1.15
731406.916666667,NaN,NaN
731406.917361111,3.08,0.79
731407,4.53,1.12
731407.000694444,4.14,1
731407.083333333,NaN,NaN
731407.084027778,3.59,1.01
731407.166666667,NaN,NaN
731407.167361111,3.88,1.1
731407.25,4.09,1.09
731407.250694444,3.89,1.05
731407.333333333,NaN,NaN
731407.334027778,4.73,1.27
731407.416666667,NaN,NaN
731407.417361111,4.98,1.17
731407.5,4.74,1.22
731407.500694444,4.64,1.08
731407.583333333,NaN,NaN
731407.584027778,4.67,1.16
731407.666666667,NaN,NaN
731407.667361111,4.68,1.16
731407.75,4.58,1.22
731407.750694444,4.37,1.11
731407.833333333,NaN,NaN
731407.834027778,4.46,1.1
731407.916666667,NaN,NaN
731407.917361111,4.33,1.09
731410,3.43,1.19
731410.000694444,3.3,1.08
731410.083333333,NaN,NaN
731410.084027778,3.53,1.16
731410.166666667,NaN,NaN
731410.167361111,2.86,0.97
731410.25,3.2,1.07
731410.250694444,3.21,1.05
731410.333333333,NaN,NaN
731410.334027778,3.27,1.05
731410.416666667,NaN,NaN
731410.417361111,3.95,1.17
731410.5,3.25,1.04
731410.500694444,3.26,1.16
731410.565972222,NaN,NaN
731410.566666667,NaN,NaN
731410.583333333,NaN,NaN
731410.584027778,3.76,1.11
731410.666666667,NaN,NaN
731410.667361111,4.44,1.14
731410.75,3.66,1.14
731410.750694444,3.61,1.07
731410.833333333,NaN,NaN
731410.834027778,4.19,1.24
731410.916666667,NaN,NaN
731410.917361111,4.33,1.19
731411,4.68,1.3
731411.000694444,4.52,1.16
731411.083333333,NaN,NaN
731411.084027778,4,1.18
731411.166666667,NaN,NaN
731411.167361111,3.07,0.135
731411.25,3.73,1.16
731411.250694444,3.61,1.01
731411.326388889,NaN,NaN
731411.327083333,4.21,1.21
731411.406944444,NaN,NaN
731411.407638889,4.1,1.22
731411.5,4.39,1.32
731411.500694444,4.19,1.25
731411.579861111,NaN,NaN
731411.580555556,3.4,1.08
731411.666666667,NaN,NaN
731411.667361111,3.24,1.05
731411.746527778,3.12,1.1
731411.747222222,2.97,1.02
731411.833333333,NaN,NaN
731411.834027778,3.42,1.17
731411.916666667,NaN,NaN
731411.917361111,4.07,1.23
731412,4.38,1.35
731412.000694444,4.28,1.27
731412.083333333,NaN,NaN
731412.084027778,4.24,1.24
731412.166666667,NaN,NaN
731412.167361111,4.11,1.27
731412.25,4.2,1.42
731412.250694444,3.93,1.3
731412.333333333,NaN,NaN
731412.334027778,3.81,1.22
731412.415972222,NaN,NaN
731412.417361111,4.11,1.36
731412.488888889,4.65,1.52
731412.489583333,4.58,1.46
731412.576388889,NaN,NaN
731412.577083333,4.22,1.31
731412.65625,NaN,NaN
731412.656944444,4.35,1.28
731412.75,4.12,1.27
731412.750694444,4.24,1.26
731412.833333333,NaN,NaN
731412.834027778,4.31,0.97
731412.916666667,NaN,NaN
731412.917361111,4.37,1.13
731413,4.7,1.27
731413.000694444,4.55,1.24
731413.083333333,NaN,NaN
731413.084027778,4.36,1.12
731413.166666667,NaN,NaN
731413.167361111,3.55,1.15
731413.25,4.5,1.3
731413.250694444,4.25,1.15
731413.333333333,NaN,NaN
731413.334027778,4.62,1.19
731413.416666667,NaN,NaN
731413.417361111,4.31,1.11
731413.5,4.1,1.15
731413.500694444,3.76,1.02
731413.583333333,NaN,NaN
731413.584027778,4.22,1.11
731413.666666667,NaN,NaN
731413.667361111,3.63,0.99
731413.75,4.36,1.23
731413.750694444,4.32,1.13
731413.833333333,NaN,NaN
731413.834027778,4.19,1.1
731413.916666667,NaN,NaN
731413.917361111,3.08,0.79
731414,4.48,1.26
731414.000694444,4.34,1.18
731414.083333333,NaN,NaN
731414.084027778,4.47,1.13
731414.166666667,NaN,NaN
731414.167361111,4.53,1.13
731414.25,4.49,1.19
731414.250694444,4.39,1.08
731414.333333333,NaN,NaN
731414.334027778,NaN,NaN
731414.416666667,NaN,NaN
731414.417361111,4.47,1.11
731414.5,4.58,1.24
731414.500694444,4.22,1.05
731414.583333333,NaN,NaN
731414.584027778,4.32,1.12
731414.666666667,NaN,NaN
731414.667361111,4.52,1.18
731414.75,4.65,1.3
731414.750694444,4.43,1.19
731414.833333333,NaN,NaN
731414.834027778,4.15,1.12
731414.916666667,NaN,NaN
731414.917361111,4.27,1.21
731415,4.14,1.26
731415.000694444,4.13,1.2
731415.083333333,NaN,NaN
731415.084027778,3.96,1.29
731415.166666667,NaN,NaN
731415.167361111,4.28,1.31
731415.25,4.44,1.45
731415.250694444,4.33,1.38
731415.333333333,NaN,NaN
731415.334027778,4.33,1.35
731415.416666667,NaN,NaN
731415.417361111,4.26,1.3
731415.5,NaN,NaN
731415.500694444,4.09,1.26
731415.583333333,NaN,NaN
731415.584027778,4.07,1.32
731415.635416667,NaN,NaN
731415.666666667,NaN,NaN
731415.667361111,4.14,1.25
731415.75,4.41,1.36
731415.750694444,4.3,1.19
731415.83125,NaN,NaN
731415.833333333,4.04,1.27
731415.916666667,NaN,NaN
731415.917361111,3.82,1.21
731416,3.88,1.33
731416.000694444,3.84,1.27
731416.083333333,NaN,NaN
731416.084027778,3.54,1.16
731416.166666667,NaN,NaN
731416.167361111,3.92,1.29
731416.25,3.92,1.37
731416.250694444,3.91,1.31
731416.333333333,NaN,NaN
731416.334027778,3.95,1.39
731416.416666667,NaN,NaN
731416.417361111,4.25,1.37
731416.5,4.3,1.34
731416.500694444,4.39,1.33
731416.583333333,NaN,NaN
731416.584027778,3.54,1.13
731416.666666667,NaN,NaN
731416.667361111,3.55,1.21
731416.75,4.15,1.41
731416.750694444,4.1,1.32
731416.833333333,NaN,NaN
731416.834027778,4.66,1.44
731416.916666667,NaN,NaN
731416.917361111,4.09,1.33
731417,NaN,NaN
731417.000694444,3.97,1.34
731417.083333333,NaN,NaN
731417.084027778,4.19,1.36
731417.166666667,NaN,NaN
731417.167361111,4.5,1.4
731417.25,4.33,1.46
731417.250694444,4.04,1.28
731417.333333333,NaN,NaN
731417.334027778,3.88,1.27
731417.416666667,NaN,NaN
731417.417361111,3.7,1.37
731417.5,3.06,1.52
731417.500694444,2.9,1.4
731417.583333333,NaN,NaN
731417.584027778,2.17,1.04
731417.666666667,NaN,NaN
731417.667361111,3.47,1.47
731417.75,4.24,1.6
731417.750694444,4.15,1.53
731417.833333333,NaN,NaN
731417.834027778,4.14,1.37
731417.916666667,NaN,NaN
731417.917361111,4.14,1.35
731418,4.47,1.49
731418.000694444,4.16,1.35
731418.083333333,NaN,NaN
731418.084027778,3.99,1.35
731418.166666667,NaN,NaN
731418.167361111,3.66,1.21
731418.25,NaN,NaN
731418.250694444,4.18,1.39
731418.333333333,NaN,NaN
731418.334027778,4.01,1.32
731418.416666667,NaN,NaN
731418.417361111,3.6,1.21
731418.5,NaN,NaN
731418.500694444,3.86,1.29
731418.583333333,4.31,1.45
731418.584027778,4.05,1.33
