Time,si,mg
731630.750694444,3.7,1.29
731630.833333333,NaN,NaN
731630.834027778,3.26,1.25
731630.916666667,NaN,NaN
731630.917361111,3.23,1.29
731631,3.33,1.47
731631.000694444,3.3,1.4
731631.083333333,NaN,NaN
731631.084027778,2.78,1.39
731631.166666667,NaN,NaN
731631.167361111,2.72,1.35
731631.25,2.9,1.39
731631.250694444,2.78,1.39
731631.333333333,NaN,NaN
731631.334027778,3.06,1.47
731631.416666667,NaN,NaN
731631.417361111,3.72,1.55
731631.5,3.8,1.5
731631.500694444,3.75,1.5
731631.583333333,NaN,NaN
731631.584027778,3.87,1.46
731631.665972222,NaN,NaN
731631.667361111,4.06,1.5
731631.75,4.03,1.54
731631.750694444,3.89,1.45
731631.833333333,NaN,NaN
731631.834027778,3.91,1.44
731631.916666667,NaN,NaN
731631.917361111,3.95,1.37
731633.666666667,NaN,NaN
731633.667361111,2.73,1.03
731633.75,2.58,1.09
731633.750694444,2.33,1.02
731634.083333333,3.11,1.24
731634.084027778,2.98,1.19
731634.166666667,NaN,NaN
731634.167361111,3.43,1.43
731634.25,3.56,1.47
731634.250694444,3.35,1.36
731634.333333333,NaN,NaN
731634.334027778,2.91,1.16
731634.416666667,NaN,NaN
731634.417361111,3.01,1.2
731634.5,3.05,1.17
731634.500694444,2.87,1.16
731634.583333333,NaN,NaN
731634.584027778,3.52,1.3
731634.666666667,NaN,NaN
731634.667361111,3.52,1.3
731634.75,3.99,1.45
731634.750694444,3.79,1.3
731634.833333333,NaN,NaN
731634.834027778,3.66,1.37
731634.916666667,NaN,NaN
731634.917361111,3.86,1.3
731635,NaN,NaN
731635.000694444,3.74,1.43
731635.083333333,NaN,NaN
731635.084027778,3.59,1.44
731635.166666667,NaN,NaN
731635.167361111,3.84,1.38
731635.25,4.6,1.4
731635.250694444,NaN,NaN
731635.251388889,4.35,1.3
731635.333333333,NaN,NaN
731635.334027778,4.8,1.29
731635.416666667,NaN,NaN
731635.417361111,3.97,1.54
731635.5,3.5,1.65
731635.500694444,3.24,1.48
731635.583333333,NaN,NaN
731635.584027778,3.13,1.49
731635.666666667,NaN,NaN
731635.667361111,3.29,1.54
731635.75,3.76,1.69
731635.750694444,3.55,1.61
731635.833333333,NaN,NaN
731635.834027778,3.69,1.62
731635.916666667,NaN,NaN
731635.917361111,3.42,1.59
731636,3.59,1.67
731636.000694444,3.33,1.61
731636.083333333,NaN,NaN
731636.084027778,3.57,1.63
731636.166666667,NaN,NaN
731636.167361111,3.41,1.54
731636.25,3.83,1.67
731636.250694444,3.41,1.6
731636.333333333,NaN,NaN
731636.334027778,3.4,1.53
731636.416666667,NaN,NaN
731636.417361111,3.63,1.65
731636.5,3.69,1.68
731636.500694444,3.63,1.63
731636.583333333,NaN,NaN
731636.584027778,3.97,1.75
731637.083333333,NaN,NaN
731637.084027778,4.02,1.82
731637.166666667,NaN,NaN
731637.167361111,3.85,1.78
731637.25,3.45,1.58
731637.250694444,3.48,1.57
731637.333333333,NaN,NaN
731637.334027778,3.74,1.64
731637.416666667,NaN,NaN
731637.417361111,3.24,1.62
731637.666666667,NaN,NaN
731637.667361111,2.56,1.29
731637.75,2.71,1.26
731637.750694444,2.71,1.24
731637.833333333,NaN,NaN
731637.834027778,2.55,1.15
731637.916666667,NaN,NaN
731637.917361111,2.93,1.25
731638,4.29,1.56
731638.000694444,4.08,1.48
731638.083333333,NaN,NaN
731638.084027778,4.1,1.49
731638.166666667,NaN,NaN
731638.167361111,3.71,1.46
731638.25,3.41,1.62
731638.250694444,3.05,1.5
731638.333333333,NaN,NaN
731638.334027778,2.91,1.58
731638.75,3.38,1.78
731638.750694444,3.14,1.68
731638.833333333,NaN,NaN
731638.834027778,2.89,1.66
731638.916666667,NaN,NaN
731638.917361111,2.61,1.57
731639,3.13,1.85
731639.000694444,2.63,1.61
731639.833333333,NaN,NaN
731639.834027778,2.7,1.55
731639.916666667,NaN,NaN
731639.917361111,2.68,1.47
731640,2.97,1.65
731640.000694444,2.88,1.62
731640.083333333,NaN,NaN
731640.084027778,3.31,1.84
731640.166666667,NaN,NaN
731640.167361111,3.08,1.67
731640.25,2.82,1.49
731640.250694444,2.9,1.49
731640.333333333,NaN,NaN
731640.334027778,2.75,1.44
731640.416666667,NaN,NaN
731640.417361111,3.2,1.71
731640.5,3.02,1.65
731640.500694444,NaN,NaN
731640.501388889,3.29,1.77
731640.583333333,NaN,NaN
731640.584027778,2.43,1.33
731640.666666667,NaN,NaN
731640.667361111,3.06,1.8
731640.75,NaN,NaN
731640.750694444,2.88,1.71
731640.833333333,NaN,NaN
731640.834027778,2.88,1.71
731640.916666667,NaN,NaN
731640.917361111,2.78,1.65
731641,2.79,1.63
731641.000694444,2.65,1.57
731641.083333333,NaN,NaN
731641.084027778,2.71,1.6
731641.166666667,NaN,NaN
731641.167361111,3.21,1.5
731641.25,3.74,1.7
731641.250694444,3.62,1.66
731641.333333333,NaN,NaN
731641.334027778,3.52,1.7
731641.416666667,NaN,NaN
731641.417361111,3.64,1.61
731641.5,3.62,1.57
731641.500694444,3.53,1.45
731641.583333333,NaN,NaN
731641.584027778,3.79,1.6
731641.666666667,NaN,NaN
731641.667361111,3.84,1.36
731641.75,4.18,1.38
731641.750694444,4.12,1.31
731641.833333333,NaN,NaN
731641.834027778,4.8,1.36
731641.916666667,NaN,NaN
731641.917361111,5.27,1.54
731642,4.93,1.6
731642.000694444,4.91,1.48
731642.083333333,NaN,NaN
731642.084027778,4.55,1.51
731642.166666667,NaN,NaN
731642.167361111,5.19,1.73
731642.25,4.81,1.73
731642.250694444,4.81,1.64
731642.333333333,NaN,NaN
731642.334027778,4.2,1.45
731642.416666667,NaN,NaN
731642.417361111,3.84,1.47
731642.5,3.85,1.48
731642.500694444,3.79,1.5
731642.583333333,NaN,NaN
731642.584027778,3.84,1.48
731642.666666667,NaN,NaN
731642.667361111,3.98,1.48
731642.75,3.94,1.48
731642.750694444,3.91,1.45
731642.833333333,NaN,NaN
731642.834027778,4.28,1.56
731642.916666667,NaN,NaN
731642.917361111,3.83,1.47
731643,3.85,1.59
731643.000694444,3.85,1.57
731643.083333333,NaN,NaN
731643.084027778,4.13,1.72
731643.166666667,NaN,NaN
731643.167361111,3.67,1.59
731643.25,NaN,NaN
731643.250694444,3.64,1.64
731643.333333333,NaN,NaN
731643.334027778,3.37,1.53
731643.416666667,NaN,NaN
731643.417361111,3.26,1.51
731643.5,3.64,1.61
731643.500694444,3.59,1.56
731643.583333333,NaN,NaN
731643.584027778,3.6,1.42
731643.666666667,NaN,NaN
731643.667361111,3.82,1.51
731643.75,NaN,NaN
731643.750694444,3.74,1.6
731643.833333333,NaN,NaN
731643.834027778,3.76,1.65
731643.916666667,NaN,NaN
731643.917361111,4.35,1.64
731644,NaN,NaN
731644.000694444,5.16,1.55
731644.083333333,NaN,NaN
731644.084027778,5.2,1.45
731644.166666667,NaN,NaN
731644.167361111,5.45,1.43
731644.25,5.05,1.47
731644.250694444,5.12,1.35
731644.333333333,NaN,NaN
731644.334027778,4.34,1.51
731644.659722222,NaN,NaN
731644.660416667,2.63,1.02
731644.736111111,4.23,1.71
731644.736805556,4.26,1.67
731644.833333333,NaN,NaN
731644.834027778,3.74,1.56
731644.916666667,NaN,NaN
731644.917361111,3.4,1.54
731645,3.93,1.75
731645.000694444,3.83,1.64
731645.083333333,NaN,NaN
731645.084027778,3.58,1.66
731645.166666667,NaN,NaN
731645.167361111,3.74,1.76
731645.25,3.62,1.75
731645.250694444,3.5,1.71
731645.333333333,NaN,NaN
731645.334027778,3.54,1.67
731645.416666667,NaN,NaN
731645.417361111,3.35,1.67
731645.5,3.33,1.77
731645.500694444,3.33,1.73
731645.583333333,NaN,NaN
731645.584027778,3.27,1.82
731645.666666667,NaN,NaN
731645.667361111,2.97,1.78
731645.75,NaN,NaN
731645.750694444,2.75,1.8
731645.833333333,NaN,NaN
731645.834027778,2.92,1.64
731645.916666667,NaN,NaN
731645.917361111,3.53,1.38
731646,3.53,1.35
731646.000694444,3.49,1.26
731646.083333333,NaN,NaN
731646.084027778,3.88,1.48
731646.166666667,NaN,NaN
731646.167361111,3.38,1.45
731646.25,NaN,NaN
731646.250694444,3.31,1.56
731646.333333333,NaN,NaN
731646.334027778,3.31,1.6
731646.416666667,NaN,NaN
731646.417361111,3.4,1.45
731646.504166667,3.43,1.5
731646.504861111,3.27,1.43
731646.583333333,NaN,NaN
731646.584027778,3.07,1.35
731646.666666667,NaN,NaN
731646.667361111,3.27,1.6
731646.75,3.34,1.66
731646.750694444,3.31,1.69
731646.833333333,NaN,NaN
731646.834027778,3.47,1.81
731646.916666667,NaN,NaN
731646.917361111,3.42,1.68
731647,3.01,1.7
731647.000694444,2.91,1.66
731647.083333333,NaN,NaN
731647.084027778,2.46,1.71
731647.166666667,NaN,NaN
731647.167361111,2.23,1.67
731647.25,1.76,1.25
731647.250694444,1.6,1.18
731647.333333333,NaN,NaN
731647.334027778,2.08,1.6
731647.416666667,NaN,NaN
731647.417361111,2.07,1.57
731647.5,2.38,1.81
731647.500694444,2.18,1.79
731648.25,2.35,1.57
731648.250694444,2.2,1.49
731648.333333333,NaN,NaN
731648.334027778,4.32,1.71
731648.416666667,NaN,NaN
731648.417361111,NaN,NaN
731648.5,4.72,1.61
731648.500694444,4.6,1.52
731648.583333333,NaN,NaN
731648.584027778,3.86,1.28
731648.666666667,NaN,NaN
731648.667361111,4.79,1.55
731648.75,4.51,1.68
731648.750694444,4.44,1.57
731648.833333333,NaN,NaN
731648.834027778,4.11,1.59
731648.916666667,NaN,NaN
731648.917361111,4.03,1.58
731649,4.01,1.67
731649.000694444,3.88,1.63
731649.083333333,NaN,NaN
731649.084027778,3.64,1.51
731649.166666667,NaN,NaN
731649.167361111,3.65,1.55
731649.25,3.78,1.62
731649.250694444,3.66,1.53
731649.333333333,NaN,NaN
731649.334027778,3.64,1.53
731649.416666667,NaN,NaN
731649.417361111,3.28,1.57
731649.5,3.55,1.64
731649.500694444,3.49,1.57
731649.583333333,NaN,NaN
731649.584027778,3.53,1.62
731649.666666667,NaN,NaN
731649.667361111,3.5,1.68
731649.75,3.33,1.67
731649.750694444,3.14,1.55
731649.833333333,NaN,NaN
731649.834027778,3,1.56
731649.916666667,NaN,NaN
731649.917361111,3.07,1.58
731650,3.21,1.66
731650.000694444,3.06,1.59
731650.083333333,NaN,NaN
731650.084027778,3.26,1.53
731650.166666667,NaN,NaN
731650.167361111,3.33,1.42
731650.25,3.97,1.6
731650.250694444,3.85,1.45
731650.333333333,NaN,NaN
731650.334027778,4.33,1.54
731650.416666667,NaN,NaN
731650.417361111,4.02,1.43
731650.5,4.5,1.66
731650.500694444,4.43,1.55
731650.583333333,NaN,NaN
731650.584027778,5.03,1.53
731650.666666667,NaN,NaN
731650.667361111,5.85,1.44
731651,5.8,1.36
731651.000694444,5.85,1.3
731651.083333333,NaN,NaN
731651.084027778,6.79,1.56
731651.166666667,NaN,NaN
731651.167361111,6.56,1.63
731651.25,5.67,1.55
731651.250694444,5.55,1.44
731651.333333333,NaN,NaN
731651.334027778,5.58,1.47
731651.416666667,NaN,NaN
731651.417361111,5.26,1.5
731651.5,5.25,1.53
731651.500694444,5.15,1.44
731651.583333333,NaN,NaN
731651.584027778,4.97,1.44
731651.666666667,NaN,NaN
731651.667361111,4.9,1.4
731651.75,4.92,1.51
731651.750694444,4.84,1.45
731651.833333333,NaN,NaN
731651.834027778,4.72,1.41
731651.916666667,NaN,NaN
731651.917361111,4.58,1.44
731652,4.54,1.5
731652.000694444,4.41,1.37
731652.083333333,NaN,NaN
731652.084027778,4.35,1.35
731652.166666667,NaN,NaN
731652.167361111,4.39,1.41
731652.25,4.51,1.48
731652.250694444,4.23,1.38
731652.333333333,NaN,NaN
731652.334027778,4.49,1.43
731652.416666667,NaN,NaN
731652.417361111,4.44,1.35
731652.5,4.59,1.48
731652.500694444,4.51,1.42
731652.583333333,NaN,NaN
731652.584027778,4.18,1.41
731652.666666667,NaN,NaN
731652.667361111,4.41,1.51
731652.75,4.47,1.68
731652.750694444,4.18,1.52
731652.833333333,NaN,NaN
731652.834027778,3.89,1.42
731652.916666667,NaN,NaN
731652.917361111,3.91,1.36
731653,3.95,1.4
731653.000694444,3.75,1.28
731653.083333333,NaN,NaN
731653.084027778,4.11,1.39
731653.166666667,NaN,NaN
731653.167361111,3.68,1.28
731653.25,4.19,1.46
731653.250694444,4.2,1.35
731653.333333333,NaN,NaN
731653.334027778,3.81,1.32
731653.416666667,NaN,NaN
731653.417361111,4.34,1.42
731653.5,4.82,1.56
731653.500694444,4.78,1.47
731653.833333333,NaN,NaN
731653.834027778,4.04,1.23
731653.916666667,NaN,NaN
731653.917361111,4.43,1.31
731654,4.75,1.55
731654.000694444,4.63,1.44
731654.083333333,NaN,NaN
731654.084027778,4.67,1.44
731654.166666667,NaN,NaN
731654.167361111,4.52,1.37
731654.25,NaN,NaN
731654.250694444,3.91,1.26
731654.333333333,NaN,NaN
731654.334027778,4.11,1.36
731654.416666667,NaN,NaN
731654.417361111,4.09,1.33
731654.5,3.79,1.38
731654.500694444,3.68,1.34
731654.583333333,NaN,NaN
731654.584027778,3.9,1.38
731654.666666667,NaN,NaN
731654.667361111,3.92,1.32
731654.75,4.13,1.39
731654.750694444,4.01,1.33
731654.833333333,NaN,NaN
731654.834027778,4.45,1.45
731654.916666667,NaN,NaN
731654.917361111,3.77,1.19
731655,3.74,1.22
731655.000694444,3.53,1.12
731655.083333333,NaN,NaN
731655.084027778,3.71,1.15
731655.166666667,NaN,NaN
731655.167361111,3.67,1.19
731655.25,4.07,1.35
731655.250694444,4.08,1.33
731655.333333333,NaN,NaN
731655.334027778,4.47,1.47
731655.416666667,NaN,NaN
731655.417361111,4.8,1.57
731655.5,4.59,1.64
731655.500694444,4.71,1.51
731655.583333333,NaN,NaN
731655.584027778,4.32,1.54
731655.666666667,NaN,NaN
731655.667361111,4.42,1.49
731655.75,4.53,1.57
731655.750694444,4.31,1.46
731655.833333333,NaN,NaN
731655.834027778,3.24,1.59
731655.919444444,NaN,NaN
731655.920138889,2.79,1.56
731656,2.39,1.44
731656.000694444,2.36,1.42
731656.083333333,NaN,NaN
731656.084027778,2.58,1.36
731656.166666667,NaN,NaN
731656.167361111,3.56,1.37
731656.25,3.84,1.48
731656.250694444,3.74,1.44
731656.333333333,NaN,NaN
731656.334027778,3.08,1.38
731656.416666667,NaN,NaN
731656.417361111,3.39,1.37
731656.5,3.48,1.58
731656.500694444,3.3,1.51
731656.583333333,NaN,NaN
731656.584027778,2.79,1.48
731656.666666667,NaN,NaN
731656.667361111,3.25,1.49
731656.75,NaN,NaN
731656.750694444,2.65,1.26
731656.833333333,NaN,NaN
731656.834027778,3.06,1.49
731656.916666667,NaN,NaN
731656.917361111,3.12,1.46
731657,3.41,1.53
731657.000694444,3.25,1.49
731657.083333333,NaN,NaN
731657.084027778,2.98,1.36
731657.166666667,NaN,NaN
731657.167361111,3.05,1.43
731657.25,3.25,1.54
731657.250694444,3.1,1.45
731657.333333333,NaN,NaN
731657.334027778,3.15,1.42
731657.416666667,NaN,NaN
731657.417361111,3.02,1.56
731657.5,3.15,1.62
731657.500694444,3.04,1.56
731657.583333333,NaN,NaN
731657.584027778,3.12,1.55
731657.666666667,NaN,NaN
731657.667361111,3.19,1.46
731657.75,NaN,NaN
731657.750694444,3.98,1.49
731657.833333333,NaN,NaN
731657.834027778,5.29,1.42
731657.916666667,NaN,NaN
731657.917361111,4.37,1.53
731658,3.45,1.62
731658.000694444,3.32,1.55
731658.083333333,NaN,NaN
731658.084027778,3.29,1.51
731658.166666667,NaN,NaN
731658.167361111,2.97,1.43
731658.25,NaN,NaN
731658.250694444,NaN,NaN
731658.333333333,NaN,NaN
731658.334027778,1.92,1.01
731658.416666667,NaN,NaN
731658.417361111,2.63,1.3
731658.5,3.02,1.48
731658.500694444,2.87,1.35
731658.583333333,NaN,NaN
731658.584027778,3.13,1.52
731658.666666667,NaN,NaN
731658.667361111,3.37,1.32
731658.75,4.04,1.5
731658.750694444,3.87,1.45
731658.833333333,NaN,NaN
731658.834027778,3.94,1.48
731658.916666667,NaN,NaN
731658.917361111,3.56,1.44
731659,3.5,1.6
731659.000694444,3.26,1.54
731659.083333333,NaN,NaN
731659.084027778,3.12,1.51
731659.166666667,NaN,NaN
731659.167361111,3.04,1.54
731659.25,NaN,NaN
731659.250694444,2.93,1.54
731659.333333333,NaN,NaN
731659.334027778,3.01,1.52
731659.416666667,NaN,NaN
731659.417361111,2.84,1.48
731659.5,2.91,1.55
731659.500694444,2.79,1.56
731659.583333333,NaN,NaN
731659.584027778,2.6,1.49
731659.666666667,NaN,NaN
731659.667361111,3.17,1.53
731659.75,3.93,1.62
731659.750694444,3.72,1.46
731659.833333333,NaN,NaN
731659.834027778,4.62,1.55
731659.916666667,NaN,NaN
731659.917361111,4.15,1.44
731660,4.13,1.57
731660.000694444,4,1.51
731660.083333333,NaN,NaN
731660.084027778,3.5,1.49
731660.166666667,NaN,NaN
731660.167361111,3.91,1.5
731660.25,4.4,1.66
731660.250694444,4.22,1.51
731660.347222222,NaN,NaN
731660.347916667,4.05,1.47
731660.416666667,NaN,NaN
731660.417361111,4.08,1.46
731660.510416667,4.21,1.55
731660.511111111,4.1,1.42
731660.583333333,NaN,NaN
731660.584027778,4.35,1.32
731660.75,4.79,1.51
731660.750694444,4.71,1.41
731660.833333333,NaN,NaN
731660.834027778,4.81,1.43
731660.916666667,NaN,NaN
731660.917361111,5.3,1.49
731661,4.9,1.51
731661.000694444,4.74,1.37
731661.083333333,NaN,NaN
731661.084027778,3.58,1.35
731661.166666667,NaN,NaN
731661.167361111,2.66,1.43
731661.25,2.16,1.41
731661.250694444,2.36,1.51
731661.333333333,NaN,NaN
731661.334027778,2.31,1.39
731661.416666667,NaN,NaN
731661.417361111,3.34,1.51
731661.5,3.95,1.62
731661.500694444,3.83,1.48
731661.583333333,NaN,NaN
731661.584027778,4.12,1.65
731661.666666667,NaN,NaN
731661.667361111,4.09,1.57
731661.75,4.67,1.73
731661.750694444,4.53,1.65
731661.833333333,NaN,NaN
731661.834027778,3.91,1.49
731661.916666667,NaN,NaN
731661.917361111,4.59,1.52
731662,4.6,1.69
731662.000694444,4.49,1.66
731662.083333333,NaN,NaN
731662.084027778,3.52,1.46
731662.166666667,NaN,NaN
731662.167361111,3.18,1.5
731662.25,2.41,1.6
731662.250694444,2.26,1.55
731662.333333333,NaN,NaN
731662.334027778,1.73,1.48
731662.423611111,NaN,NaN
731662.424305556,1.77,1.6
731662.5,3.05,1.72
731662.500694444,2.76,1.57
731662.583333333,NaN,NaN
731662.584027778,3.85,1.58
731662.666666667,NaN,NaN
731662.667361111,4.02,1.52
731662.75,4.09,1.68
731662.750694444,3.75,1.54
731662.833333333,NaN,NaN
731662.834027778,3.61,1.51
731662.916666667,NaN,NaN
731662.917361111,3.34,1.52
731663,3.56,1.66
731663.000694444,3.38,1.57
731663.083333333,NaN,NaN
731663.084027778,3.17,1.53
731663.166666667,NaN,NaN
731663.167361111,3.01,1.5
731663.25,3.2,1.59
731663.250694444,2.94,1.49
731663.333333333,3.29,1.56
731663.334027778,NaN,NaN
731663.416666667,NaN,NaN
731663.417361111,3.49,1.54
731663.5,3.9,1.68
731663.500694444,3.68,1.55
731663.583333333,NaN,NaN
731663.584027778,3.32,1.4
731663.666666667,NaN,NaN
731663.667361111,3.45,1.46
731663.75,4.05,1.68
731663.750694444,3.85,1.59
731663.833333333,NaN,NaN
731663.834027778,4.12,1.59
731663.916666667,NaN,NaN
731663.917361111,3.96,1.63
731664,3.73,1.66
731664.000694444,3.46,1.55
731664.083333333,NaN,NaN
731664.084027778,3.29,1.51
731664.166666667,NaN,NaN
731664.167361111,3.23,1.46
731664.25,NaN,NaN
731664.250694444,3.25,1.53
731664.333333333,NaN,NaN
731664.334027778,3.44,1.54
731664.416666667,NaN,NaN
731664.417361111,3.55,1.51
731664.5,3.68,1.67
731664.500694444,3.46,1.59
731664.583333333,NaN,NaN
731664.584027778,3.71,1.44
731664.666666667,NaN,NaN
731664.667361111,3.94,1.57
731664.75,4.42,1.87
731664.750694444,4.36,1.76
731664.833333333,NaN,NaN
731664.834027778,3.37,1.43
731664.916666667,NaN,NaN
731664.917361111,3.52,1.56
731665,3.76,1.82
731665.000694444,3.52,1.64
731665.083333333,NaN,NaN
731665.084027778,3.66,1.76
731665.166666667,NaN,NaN
731665.167361111,3.82,1.68
731665.25,3.91,1.86
731665.250694444,3.63,1.64
731665.333333333,NaN,NaN
731665.334027778,3.43,1.66
731665.416666667,2.83,1.73
731665.417361111,3.28,1.73
731665.5,2.61,1.82
731665.500694444,2.45,1.73
731665.583333333,NaN,NaN
731665.584027778,2.09,1.77
731665.666666667,NaN,NaN
731665.667361111,2.26,1.83
731665.75,3.09,1.86
731665.750694444,2.92,1.73
731665.833333333,NaN,NaN
731665.834027778,2.58,1.41
731665.916666667,NaN,NaN
731665.917361111,2.86,1.63
731666,2.85,1.85
731666.000694444,2.67,1.79
731666.083333333,NaN,NaN
731666.084027778,2.52,1.79
731666.166666667,NaN,NaN
731666.167361111,2.43,1.73
731666.25,2.77,1.79
731666.250694444,2.58,1.66
731666.333333333,NaN,NaN
731666.334027778,2.54,1.71
731666.416666667,NaN,NaN
731666.417361111,2.67,1.65
731666.5,3.13,1.78
731666.500694444,2.97,1.64
731666.583333333,NaN,NaN
731666.584027778,3.17,1.77
731666.666666667,NaN,NaN
731666.667361111,2.99,1.63
731666.75,3.27,1.78
731666.750694444,2.99,1.62
731666.833333333,NaN,NaN
731666.834027778,3.16,1.73
731668.083333333,NaN,NaN
731668.084027778,2.98,1.56
731668.166666667,NaN,NaN
731668.167361111,3.48,1.55
731668.25,NaN,NaN
731668.250694444,3.59,1.59
731668.333333333,NaN,NaN
731668.334027778,3.22,1.43
731668.416666667,NaN,NaN
731668.417361111,3.28,1.53
731668.5,3.79,1.55
731668.500694444,3.64,1.5
731668.666666667,NaN,NaN
731668.667361111,2.63,1.12
731668.833333333,NaN,NaN
731668.834027778,2.85,1.4
731668.916666667,NaN,NaN
731668.917361111,3.16,1.62
731669,3.11,1.67
731669.000694444,2.81,1.58
731669.083333333,NaN,NaN
731669.084027778,2.63,1.58
731669.166666667,NaN,NaN
731669.167361111,2.53,1.6
731669.25,NaN,NaN
731669.250694444,2.68,1.62
731669.333333333,NaN,NaN
731669.334027778,2.27,1.44
731669.416666667,NaN,NaN
731669.417361111,2.3,1.47
731669.5,2.44,1.5
731669.500694444,2.22,1.39
731669.583333333,NaN,NaN
731669.584027778,2.29,1.36
731669.666666667,NaN,NaN
731669.667361111,2.67,1.34
731669.75,3.17,1.49
731669.750694444,3.03,1.41
731669.833333333,NaN,NaN
731669.834027778,3.57,1.44
731669.916666667,NaN,NaN
731669.917361111,3.72,1.45
731670,3.63,1.51
731670.000694444,3.5,1.39
731670.083333333,NaN,NaN
731670.084027778,3.58,1.44
731670.166666667,NaN,NaN
731670.167361111,3.27,1.36
731670.25,3.51,1.58
731670.250694444,3.56,1.55
731670.333333333,NaN,NaN
731670.334027778,3.36,1.51
731670.416666667,NaN,NaN
731670.417361111,3.24,1.51
731670.5,3.26,1.5
731670.500694444,3.15,1.46
731670.583333333,NaN,NaN
731670.584027778,3.3,1.44
731670.666666667,NaN,NaN
731670.667361111,2.96,1.36
731670.75,NaN,NaN
731670.750694444,3.08,1.47
731670.833333333,NaN,NaN
731670.834027778,3.87,1.38
731670.916666667,NaN,NaN
731670.917361111,4.83,1.3
731671,4.62,1.38
731671.000694444,4.44,1.18
731671.083333333,NaN,NaN
731671.084027778,4.67,1.29
731671.166666667,NaN,NaN
731671.167361111,4.43,1.32
731671.25,NaN,NaN
731671.250694444,3.42,1.29
731671.333333333,NaN,NaN
731671.334027778,3.14,1.29
731671.416666667,NaN,NaN
731671.417361111,2.84,1.38
731671.5,2.59,1.47
731671.500694444,2.4,1.32
731671.583333333,NaN,NaN
731671.584027778,2.44,1.45
731671.666666667,NaN,NaN
731671.667361111,2.37,1.45
731671.75,2.6,1.58
731671.750694444,2.34,1.38
731671.833333333,NaN,NaN
731671.834027778,2.46,1.41
731671.916666667,NaN,NaN
731671.917361111,1.87,1.1
731672,2.68,1.6
731672.000694444,2.46,1.48
731672.083333333,NaN,NaN
731672.084027778,2.45,1.6
731672.166666667,NaN,NaN
731672.167361111,2.83,1.65
731672.25,3.04,1.71
731672.250694444,2.81,1.54
731672.333333333,NaN,NaN
731672.334027778,2.54,1.51
731672.416666667,NaN,NaN
731672.417361111,2.57,1.46
731672.5,2.71,1.59
731672.500694444,2.43,1.47
731672.583333333,NaN,NaN
731672.584027778,2.41,1.4
731672.666666667,NaN,NaN
731672.667361111,2.5,1.48
731672.75,2.73,1.63
731672.750694444,2.56,1.53
731672.833333333,NaN,NaN
731672.834027778,2.53,1.48
731672.916666667,NaN,NaN
731672.917361111,2.58,1.53
731673,2.81,1.64
731673.000694444,2.54,1.52
731673.083333333,NaN,NaN
731673.084027778,2.62,1.57
731673.166666667,NaN,NaN
731673.167361111,2.63,1.56
731673.168055556,NaN,NaN
731673.25,2.84,1.64
731673.250694444,2.58,1.51
731673.333333333,NaN,NaN
731673.334027778,2.58,1.57
731673.416666667,NaN,NaN
731673.417361111,2.5,1.51
731673.583333333,NaN,NaN
731673.584027778,1.5,0.88
731673.666666667,3,1.52
731673.667361111,2.7,1.42
731673.75,3.1,1.32
731673.750694444,2.86,1.17
731673.833333333,NaN,NaN
731673.834027778,3.53,1.43
731673.916666667,NaN,NaN
731673.917361111,3.87,1.34
731674,4.24,1.48
731674.000694444,4.08,1.37
731674.083333333,NaN,NaN
731674.084027778,4.52,1.38
731674.166666667,NaN,NaN
731674.167361111,3.67,1.3
731674.25,3.25,1.52
731674.250694444,2.99,1.41
731674.34375,NaN,NaN
731674.344444444,2.67,1.42
731674.4375,NaN,NaN
731674.438194444,2.58,1.36
731674.5,2.53,1.4
731674.500694444,2.22,1.24
731674.583333333,NaN,NaN
731674.584027778,2.35,1.34
731674.666666667,NaN,NaN
731674.667361111,2.48,1.45
731674.75,NaN,NaN
731674.750694444,2.59,1.46
731674.830555556,NaN,NaN
731674.83125,2.6,1.41
731674.916666667,NaN,NaN
731674.917361111,2.55,1.3
731675,3.98,1.29
731675.000694444,3.78,1.18
731675.083333333,NaN,NaN
731675.084027778,3.12,1.25
731675.159722222,NaN,NaN
731675.160416667,2.88,1.27
731675.243055556,3.05,1.43
731675.24375,2.77,1.3
731675.375,NaN,NaN
731675.375694444,2.74,1.38
731675.5,2.08,1.2
731675.500694444,1.83,1.09
731675.583333333,NaN,NaN
731675.584027778,1.45,1.38
731675.666666667,NaN,NaN
731675.667361111,1.42,1.41
731675.75,NaN,NaN
731675.750694444,2.07,1.51
731675.819444445,NaN,NaN
731675.820138889,2.22,1.33
731675.909027778,NaN,NaN
731675.909722222,4.37,1.34
731676,6.67,1.34
731676.000694444,6.62,1.26
731676.083333333,NaN,NaN
731676.084027778,6.1,1.29
731676.163194445,NaN,NaN
731676.163888889,5.28,1.21
731676.25,3.74,1.28
731676.250694444,3.88,1.33
731676.333333333,NaN,NaN
731676.334027778,4.06,1.36
731676.416666667,NaN,NaN
731676.417361111,2.77,1.33
731676.5,2.48,1.48
731676.500694444,2.28,1.45
731676.583333333,NaN,NaN
731676.584027778,1.75,1.41
731676.666666667,NaN,NaN
731676.667361111,1.63,1.43
731676.75,2.52,1.42
731676.750694444,2.34,1.35
731676.833333333,NaN,NaN
731676.834027778,2.89,1.32
731676.916666667,NaN,NaN
731676.917361111,3.01,1.31
731677,3.31,1.41
731677.000694444,3.13,1.29
731677.083333333,NaN,NaN
731677.084027778,3.13,1.26
731677.166666667,NaN,NaN
